name,DA,DB,DC,DD,DE,SDA,SDB,SDC,SDD,UI,WW,DA,DC,DD,SDA,SDB,SDC,SDD,UI,WW,lineage
Weissella,0.00385,0.006457,0.003683,0.0176,0.002003,0.001694,0.001258,0.001774,0.001627,0.005507,0.003095,0.005048,0.01168,0.004697,0.004898,0.00564,0.008941,0.006647,0.003316,0.005061,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae
Oenococcus,0.001203,0.0008071,0.001601,NA,0.0008013,0.002542,0.001049,0.001014,0.001394,0.0006884,NA,0.003495,0.002919,0.001342,0.002637,0.002256,0.003681,0.001173,0.0003316,0.001687,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae
Aerococcus,0.005534,0.004843,0.005925,0.00727,0.002805,0.002542,0.004404,0.004815,0.002788,0.008949,0.01269,0.007377,0.009488,0.005033,0.003391,0.005358,0.008415,0.01251,0.00597,0.008098,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae
Clostridium,0.2081,0.3963,0.2045,0.1416,0.1911,0.5571,0.2001,0.1538,0.3023,0.2196,0.1997,0.1541,0.269,0.1298,0.1379,0.1966,0.2477,0.258,0.3015,0.2144,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae
Alkaliphilus,0.0004812,0.0008071,0.0004804,0.0003826,NA,0.0001694,NA,0.0002534,0.0002324,NA,0.0006191,NA,NA,NA,NA,0.000564,NA,NA,0.0006633,0.0001687,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae
Candidatus Arthromitus,0.009383,0.008879,0.006566,0.007653,0.007212,0.01237,0.005663,0.005575,0.003718,0.01101,0.01052,0.006213,0.01533,0.00671,0.006781,0.01241,0.009993,0.01408,0.01691,0.009785,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae
Desulfosporosinus,0.005293,0.004439,0.005925,0.002678,0.005609,0.004745,0.003146,0.002027,0.002091,0.002754,0.001548,0.006213,0.003649,0.002013,0.002637,0.006768,0.008415,0.001955,0.002321,0.002699,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae
Desulfotomaculum,0.007458,0.008879,0.006886,0.001913,0.007212,0.003219,0.005453,0.003041,0.00395,0.01514,0.0009286,0.005048,0.005109,0.002684,0.005651,0.00846,0.004733,0.00391,0.004975,0.005736,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae
Desulfitobacterium,0.003609,0.003229,0.005445,0.005357,0.0004007,0.003897,0.002517,0.002027,0.0006971,0.003442,0.002167,0.002718,0.004744,0.00302,0.002637,0.004794,0.001578,0.003519,0.003316,0.006073,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae
Dehalobacter,0.02045,0.01695,0.03859,0.04324,0.01402,0.01406,0.01426,0.01901,0.0165,0.03098,0.01857,0.0132,0.01934,0.008723,0.01243,0.01833,0.0305,0.01955,0.01725,0.02615,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae
Lachnoclostridium,0.01347,0.01856,0.01425,0.004592,0.009215,0.09997,0.01678,0.01875,0.01115,0.004819,0.005572,0.003883,0.01058,0.008052,0.006028,0.007896,0.01578,0.01173,0.008954,0.01029,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae
Butyrivibrio,0.002406,0.004439,0.001762,0.003061,0.001603,0.004575,0.001888,0.001774,0.00395,NA,0.005572,0.002718,0.003649,0.001678,0.00226,0.001974,0.004207,0.002737,0.005638,0.00523,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae
Blautia,0.0178,0.02179,0.02754,0.02028,0.01763,0.04626,0.01867,0.01926,0.0251,0.009638,0.02414,0.01475,0.02117,0.01443,0.01432,0.01805,0.0263,0.02229,0.02487,0.01873,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae
Eubacterium,0.02117,0.01049,0.02162,0.009948,0.01442,0.01101,0.01405,0.01774,0.01139,0.01033,0.01981,0.00893,0.01715,0.007717,0.005651,0.009871,0.0121,0.008211,0.008954,0.01299,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae
Acetobacterium,0.00409,0.00565,0.002882,0.0007653,0.0008013,0.001525,0.001468,0.005829,0.001394,0.001377,0.0006191,0.001941,0.001825,NA,0.002637,0.003384,0.002104,0.000782,0.0006633,0.002362,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae
Ruminococcus,0.0002406,0.002018,0.0008007,0.0007653,0.006811,0.004406,0.001258,0.0007603,0.001394,0.001377,0.001238,0.0003883,0.00146,0.000671,0.0003767,0.000846,0.001578,0.000782,NA,0.001012,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae
Hungateiclostridium,0.002406,0.002825,0.007366,0.005739,0.0008013,0.003389,0.001049,0.0007603,0.0009295,0.003442,0.001857,0.005048,0.001095,0.001342,0.0007535,0.002538,0.00263,0.009775,0.002321,0.001856,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae
Mogibacterium,0.002165,0.008071,0.003203,0.001531,0.004407,0.002372,0.002726,0.001267,0.0004647,0.0006884,0.001548,0.001553,0.005474,0.002349,0.00113,0.001974,0.003156,0.001955,0.001327,0.001012,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis
Christensenella,0.00409,0.002018,0.003523,0.0007653,0.003606,0.004406,0.002307,0.003041,0.003718,NA,0.002476,0.003883,0.006569,0.005033,0.004144,0.004794,0.003156,0.004692,0.002653,0.002531,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae
Oscillibacter,0.002406,0.001211,0.0009608,0.0007653,0.002003,0.005253,NA,0.001014,0.003021,NA,0.0009286,0.003495,0.003284,0.003355,0.0003767,0.001128,0.001578,NA,NA,0.001181,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Oscillospiraceae
Thermoanaerobacter,0.02767,0.03955,0.03779,0.01875,0.04608,0.02423,0.01594,0.01495,0.01905,0.02409,0.02631,0.01747,0.03722,0.01174,0.02486,0.03159,0.03892,0.04926,0.03615,0.03627,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae
Caldicellulosiruptor,0.02695,0.02421,0.02514,0.02487,0.009616,0.01474,0.01489,0.01216,0.02486,0.02272,0.04922,0.0167,0.0354,0.01376,0.02185,0.02313,0.03156,0.02698,0.03748,0.03425,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis
Thermoanaerobacterium,0.003368,0.0117,0.004804,0.0003826,0.002805,0.004067,0.004404,0.004562,0.001627,0.00413,0.001548,0.002718,0.003284,0.003691,0.002637,0.007614,0.006837,0.007429,0.0006633,0.006242,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis
Thermodesulfobium,0.006737,0.006861,0.006245,0.003061,0.004407,0.005422,0.006711,0.005829,0.02254,0.01239,0.009905,0.006989,0.008028,0.007717,0.009795,0.009871,0.01473,0.003128,0.004643,0.009954,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermodesulfobiaceae
Halanaerobium,0.001925,0.001211,0.003363,NA,0.007612,0.001017,0.001049,0.0007603,0.0006971,0.003442,NA,0.003883,0.001825,0.000671,0.00226,0.004794,0.007363,0.00391,0.006301,0.002024,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halanaerobiaceae
Selenomonas,0.03344,0.01574,0.03731,0.0111,0.01322,0.02203,0.04635,0.03219,0.0151,0.01928,0.01269,0.02796,0.02883,0.02483,0.02826,0.03159,0.03419,0.02346,0.01725,0.0383,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae
Pelosinus,0.02286,0.02099,0.005765,0.01416,0.004808,0.00915,0.00734,0.005829,0.005344,0.002065,0.00681,0.003883,0.005109,0.01007,0.004144,0.009307,0.01104,0.006647,0.004311,0.005567,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Sporomusaceae
Megasphaera,0.002887,0.0008071,0.003843,0.003444,0.001202,0.002542,0.001468,0.004815,0.002091,NA,0.001548,0.003495,0.006934,0.002013,0.002637,0.001974,0.004733,0.003128,0.0009949,0.004386,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Veillonellales>Veillonellaceae
Dialister,0.0004812,0.0004036,0.003203,NA,NA,0.0003389,NA,0.001267,0.009992,0.02891,0.0003095,0.001165,0.0003649,NA,0.00113,0.00141,0.001578,0.000391,0.0003316,0.001181,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Veillonellales>Veillonellaceae
Veillonella,0.001684,0.001614,0.003043,0.0007653,0.0008013,0.001694,0.001678,0.002534,0.002091,0.003442,0.002167,0.0007766,0.003284,0.001007,0.001507,0.00423,0.00263,0.001955,0.00398,0.005567,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Veillonellales>Veillonellaceae
Acidaminococcus,0.00794,0.01049,0.005285,0.002296,0.002404,0.0061,0.004194,0.003295,0.005112,NA,0.003095,0.01514,0.01898,0.0104,0.01319,0.01805,0.02524,0.01017,0.003648,0.004724,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Acidaminococcales>Acidaminococcaceae
Anaerococcus,0.0004812,0.003229,0.0003203,NA,0.0004007,0.0005083,0.0006292,NA,0.0004647,NA,NA,0.001941,0.001825,NA,0.0007535,0.000846,0.0005259,0.000782,NA,0.0003374,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales>Peptoniphilaceae
Erysipelothrix,0.008661,0.0113,0.002082,0.004592,0.001603,0.0001694,0.0004194,0.0002534,0.0002324,NA,0.0003095,0.0003883,0.002919,0.000671,NA,0.000282,NA,0.005474,NA,0.0001687,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae
Mycoplasma,0.05101,0.07062,0.06117,0.0287,0.01522,0.03406,0.01929,0.05145,0.04159,0.1053,0.03993,0.08503,0.07116,0.04127,0.07761,0.08122,0.1015,0.07859,0.08954,0.0528,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae
Ureaplasma,0.0009624,0.003229,0.002882,0.001531,0.0004007,0.001356,0.001049,0.001014,0.0004647,0.001377,0.001238,0.001165,0.001095,NA,0.002637,0.003948,0.004733,0.002346,0.003648,0.001687,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae
Spiroplasma,0.04114,0.07143,0.04692,0.03138,0.02043,0.02304,0.01615,0.07248,0.02742,0.08743,0.04736,0.03339,0.0427,0.02617,0.04558,0.05048,0.0831,0.08641,0.08457,0.05652,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae
Mesoplasma,0.00385,0.03188,0.007366,0.003826,0.005209,0.003219,0.002517,0.01799,0.003485,0.03167,0.006191,0.006213,0.006204,0.004026,0.005274,0.01213,0.0163,0.01212,0.01028,0.007423,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Entomoplasmataceae
Entomoplasma,0.0002406,NA,0.0004804,NA,NA,0.0001694,NA,NA,0.0002324,NA,NA,NA,NA,NA,0.0003767,0.000282,NA,0.000391,0.0003316,0.0005061,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Entomoplasmataceae
Acholeplasma,0.003609,0.01009,0.006566,0.001531,0.01002,0.001525,0.001049,0.002281,0.001394,0.006196,0.002786,0.00233,0.01168,0.002684,0.006028,0.003666,0.007889,0.004692,0.007628,0.006917,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae
Candidatus Phytoplasma,0.002165,0.00565,0.003363,0.001531,0.001603,0.001186,0.0006292,0.004815,0.004415,0.01446,0.0006191,0.00233,0.004014,0.001342,0.00113,0.003948,0.003681,0.002346,0.001658,0.001687,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae
Deinococcus,0.1518,0.06094,0.1995,0.05663,0.09175,0.09743,0.2143,0.2476,0.08295,0.1363,0.06005,0.1375,0.1139,0.1302,0.1198,0.1438,0.1667,0.1013,0.07959,0.1724,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae
Thermus,0.07025,0.02462,0.07911,0.01798,0.02885,0.0466,0.1185,0.09884,0.03044,0.05301,0.02786,0.05591,0.03649,0.04865,0.05463,0.07445,0.0873,0.04575,0.03847,0.08924,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae
Meiothermus,0.0009624,0.001614,0.003843,0.0003826,NA,0.001525,0.002936,0.002788,NA,0.0006884,0.001857,0.004271,0.00146,0.004362,0.001884,0.003102,0.003156,0.001173,0.003648,0.001856,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae
Roseiflexus,0.00794,0.01614,0.02274,0.002678,0.004407,0.008981,0.01804,0.03523,0.006739,0.06471,0.01114,0.01553,0.01496,0.005033,0.008288,0.01269,0.03208,0.1161,0.01128,0.01704,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexineae>Roseiflexaceae
Chloroflexus,0.004812,0.01856,0.005605,0.003826,0.002404,0.003897,0.009438,0.01166,0.002091,0.009638,0.004643,0.006989,0.01058,0.006039,0.008665,0.009025,0.007889,0.03011,0.002985,0.008773,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Chloroflexia>Chloroflexales>Chloroflexineae>Chloroflexaceae
Dehalogenimonas,0.005293,0.002825,0.01345,0.003061,0.002404,0.001694,0.008599,0.008363,0.003485,NA,0.0009286,0.007377,0.005474,0.002013,0.007158,0.005076,0.006837,0.005474,0.001658,0.005905,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Dehalococcoidia
Dehalococcoides,0.01636,0.01211,0.0213,0.01186,0.007212,0.01068,0.01783,0.01495,0.01812,0.007572,0.01424,0.01204,0.02956,0.0161,0.01733,0.02172,0.02577,0.02111,0.01492,0.02345,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Dehalococcoidia>Dehalococcoidales>Dehalococcoidaceae
Flavobacterium,4.483,6.376,0.5634,2.954,9.356,5.135,1.383,0.8845,20.01,1.605,8.254,5.19,5.259,3.447,6.003,4.84,3.187,2.638,9.602,6.739,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Chryseobacterium,0.2856,0.3559,0.172,0.2143,0.395,0.2835,0.1204,0.1064,0.7087,0.3098,0.689,0.5226,0.4189,0.3966,0.4287,0.3886,0.3887,0.33,0.6945,0.5377,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Polaribacter,0.2986,0.7325,0.1526,0.3264,0.5417,0.2157,0.1109,0.1191,1.531,0.3118,1.11,0.3634,0.4164,0.2778,0.4389,0.3793,0.3413,0.4352,1.141,0.8464,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Capnocytophaga,0.2589,0.4141,0.172,0.2472,0.4387,0.1437,0.1038,0.1206,0.9125,0.2643,0.759,0.2497,0.304,0.213,0.3187,0.2662,0.2709,0.3085,0.714,0.5714,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Tenacibaculum,0.02598,0.06619,0.0189,0.04094,0.05609,0.01966,0.01153,0.01292,0.118,0.03855,0.1254,0.03223,0.04671,0.03288,0.04408,0.03441,0.03261,0.04575,0.1012,0.07997,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Nonlabens,0.0717,0.1162,0.05092,0.1136,0.127,0.05795,0.03188,0.04587,0.296,0.1184,0.3074,0.1048,0.0989,0.0765,0.1119,0.09222,0.1068,0.1451,0.3273,0.2419,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Winogradskyella,0.01323,0.02381,0.008007,0.0176,0.01563,0.01118,0.003775,0.006843,0.06413,0.006884,0.05912,0.01825,0.01788,0.007046,0.01394,0.01128,0.01104,0.01916,0.04742,0.04066,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Cellulophaga,0.02478,0.03229,0.01057,0.0287,0.0613,0.01728,0.006082,0.007349,0.09922,0.01721,0.08234,0.02757,0.02956,0.02147,0.02637,0.02143,0.02104,0.02698,0.08722,0.06411,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Formosa,0.005293,0.004843,0.002402,0.003444,0.005209,0.004914,0.002517,0.003041,0.01092,0.005507,0.01517,0.006213,0.008028,0.005704,0.005651,0.004794,0.00263,0.005865,0.01492,0.01198,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Lacinutrix,0.01901,0.03027,0.009288,0.02717,0.04167,0.01898,0.006082,0.00811,0.1106,0.02065,0.1105,0.02718,0.01752,0.01409,0.03956,0.02764,0.02893,0.03714,0.08589,0.06512,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Gramella,0.02767,0.05166,0.01617,0.0199,0.04567,0.02271,0.01007,0.01546,0.07319,0.02134,0.05726,0.02252,0.03357,0.0161,0.03165,0.02482,0.02367,0.02541,0.06102,0.04488,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Aquimarina,0.01323,0.05045,0.005925,0.01875,0.01202,0.0122,0.005663,0.008363,0.09062,0.01721,0.04055,0.01903,0.01752,0.01208,0.0226,0.01777,0.01367,0.0129,0.04543,0.03661,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Maribacter,0.09864,0.1751,0.05204,0.1156,0.1887,0.07134,0.03754,0.04258,0.5193,0.1067,0.343,0.1122,0.1598,0.08522,0.1612,0.1134,0.1115,0.1517,0.3651,0.2865,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Lutibacter,0.0009624,0.004843,0.002562,0.01186,0.0008013,0.001017,0.001468,0.001267,0.005577,0.004819,0.007429,0.001165,0.001095,0.003691,0.002637,0.00282,0.001578,0.002737,0.008623,0.006411,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Myroides,0.1521,0.4104,0.08199,0.2479,0.2837,0.1295,0.06061,0.06184,0.9929,0.1535,0.6537,0.2217,0.2485,0.1671,0.3217,0.2868,0.1909,0.2025,0.6391,0.4955,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Elizabethkingia,0.1047,0.1037,0.07206,0.09451,0.1262,0.07439,0.03943,0.0479,0.2684,0.09018,0.2346,0.1161,0.1292,0.09126,0.1175,0.1069,0.1104,0.1177,0.2597,0.1935,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Olleya,0.006255,0.009282,0.002722,0.007653,0.008814,0.004067,0.0008389,0.001267,0.02022,0.01033,0.02848,0.01165,0.008393,0.008723,0.01055,0.009307,0.007363,0.01056,0.02255,0.02227,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Dokdonia,0.09311,0.1453,0.05012,0.09375,0.1687,0.06371,0.03901,0.04714,0.4122,0.095,0.252,0.1219,0.1347,0.08052,0.1319,0.1066,0.08836,0.1595,0.2653,0.2095,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Salegentibacter,0.03224,0.02986,0.01505,0.01148,0.03966,0.02186,0.009018,0.00963,0.06692,0.0117,0.03931,0.02796,0.03065,0.02349,0.02147,0.0141,0.02472,0.02893,0.04676,0.03425,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Muricauda,0.0007218,NA,NA,NA,0.0004007,0.0005083,0.0002097,NA,NA,NA,0.0006191,NA,NA,NA,NA,0.000282,NA,NA,NA,0.0005061,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Blattabacterium,0.02935,0.03148,0.03027,0.02525,0.07092,0.01898,0.01657,0.02408,0.07668,0.0475,0.1275,0.02912,0.0624,0.03154,0.05613,0.04907,0.04996,0.05787,0.1234,0.1119,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Blattabacteriaceae
Spirosoma,0.01564,0.006457,0.02162,0.004592,0.07733,0.01237,0.01321,0.01926,0.005577,0.02272,0.03683,0.02136,0.01934,0.01678,0.01469,0.01325,0.01578,0.01799,0.02653,0.02311,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae
Fibrella,0.006496,0.001211,0.003043,0.001913,0.001603,0.002372,0.0008389,0.001521,0.001394,0.00413,0.02167,0.001941,0.006569,0.002684,0.002637,0.001974,0.00263,0.003519,0.01028,0.0108,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae
Runella,0.02021,0.002825,0.04356,0.004592,0.1442,0.008811,0.009647,0.02382,0.006739,0.02891,0.01795,0.009707,0.007299,0.009394,0.006404,0.008178,0.01946,0.01799,0.02355,0.02109,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae
Hymenobacter,0.1571,0.07789,0.2162,0.04592,0.1374,0.1788,0.1699,0.183,0.1022,0.2561,0.09627,0.1639,0.1587,0.1741,0.1548,0.1548,0.1825,0.1298,0.1987,0.2291,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae
Rufibacter,0.00794,0.003632,0.01089,0.003826,0.03566,0.007456,0.006501,0.006589,0.006041,0.007572,0.01176,0.01204,0.01204,0.007717,0.01206,0.00705,0.01367,0.004692,0.01758,0.0108,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae
Pontibacter,0.01732,0.009686,0.01521,0.009566,0.006811,0.008472,0.009018,0.01394,0.005577,0.009638,0.03467,0.00893,0.01241,0.008388,0.008288,0.009871,0.01367,0.01056,0.02056,0.0194,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae
Cyclobacterium,0.009624,0.005246,0.01041,0.006887,0.02484,0.005931,0.007131,0.009377,0.003021,0.04062,0.01176,0.006213,0.009488,0.007717,0.004898,0.006204,0.02104,0.01368,0.02189,0.01603,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae
